genes,anterior orbital gyrus,anterior orbital gyrus,anterior orbital gyrus,anterior orbital gyrus,gyrus rectus,gyrus rectus,gyrus rectus,gyrus rectus,gyrus rectus,gyrus rectus,"inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part",lateral orbital gyrus,lateral orbital gyrus,lateral orbital gyrus,lateral orbital gyrus,lateral orbital gyrus,lateral orbital gyrus,medial orbital gyrus,medial orbital gyrus,medial orbital gyrus,medial orbital gyrus,medial orbital gyrus,medial orbital gyrus,middle frontal gyrus,middle frontal gyrus,middle frontal gyrus,middle frontal gyrus,middle frontal gyrus,middle frontal gyrus,posterior orbital gyrus,posterior orbital gyrus,posterior orbital gyrus,posterior orbital gyrus,posterior orbital gyrus,superior frontal gyrus,superior frontal gyrus,superior frontal gyrus,superior frontal gyrus,superior frontal gyrus,superior frontal gyrus,superior rostral gyrus,superior rostral gyrus,superior rostral gyrus,superior rostral gyrus,superior rostral gyrus,long insular gyri,long insular gyri,long insular gyri,long insular gyri,long insular gyri,long insular gyri,short insular gyri,short insular gyri,short insular gyri,short insular gyri,short insular gyri,short insular gyri,"cingulate gyrus, frontal part","cingulate gyrus, frontal part","cingulate gyrus, frontal part","cingulate gyrus, frontal part","cingulate gyrus, frontal part","cingulate gyrus, frontal part",CA1 field,CA1 field,CA1 field,CA1 field,CA1 field,CA1 field,CA2 field,CA2 field,CA2 field,CA2 field,CA2 field,CA2 field,CA3 field,CA3 field,CA3 field,CA3 field,CA3 field,CA3 field,CA4 field,CA4 field,CA4 field,CA4 field,CA4 field,CA4 field,subiculum,subiculum,subiculum,subiculum,subiculum,subiculum,amygdalohippocampal transition zone,amygdalohippocampal transition zone,amygdalohippocampal transition zone,amygdalohippocampal transition zone,amygdalohippocampal transition zone,amygdalohippocampal transition zone,basolateral nucleus,basolateral nucleus,basolateral nucleus,basolateral nucleus,basolateral nucleus,basolateral nucleus,basomedial nucleus,basomedial nucleus,basomedial nucleus,basomedial nucleus,basomedial nucleus,basomedial nucleus,central nucleus,central nucleus,central nucleus,central nucleus,central nucleus,central nucleus,cortico-medial group,cortico-medial group,cortico-medial group,cortico-medial group,cortico-medial group,cortico-medial group,lateral nucleus,lateral nucleus,lateral nucleus,lateral nucleus,lateral nucleus,lateral nucleus,body of the caudate nucleus,body of the caudate nucleus,body of the caudate nucleus,body of the caudate nucleus,body of the caudate nucleus,body of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,nucleus accumbens,nucleus accumbens,nucleus accumbens,nucleus accumbens,nucleus accumbens,nucleus accumbens,putamen,putamen,putamen,putamen,putamen,putamen,habenular nuclei,habenular nuclei,habenular nuclei,midbrain raphe nuclei,midbrain raphe nuclei,midbrain raphe nuclei,midbrain raphe nuclei,midbrain raphe nuclei,pontine raphe nucleus,pontine raphe nucleus,pontine raphe nucleus,pontine raphe nucleus,pontine raphe nucleus,raphe nuclei of medulla,raphe nuclei of medulla,raphe nuclei of medulla,raphe nuclei of medulla,raphe nuclei of medulla,raphe nuclei of medulla
HTR2A,14.269,12.894,10.949,11.391,14.894,13.232,14.533,11.805,11.430,11.328,15.558,12.574,11.879,12.454,11.233,11.725,15.458,11.503,12.772,13.299,11.463,11.549,15.748,13.161,12.657,10.674,10.734,11.306,14.302,13.373,13.099,12.942,12.255,12.543,14.917,12.457,12.120,12.264,11.507,12.077,14.844,10.827,13.075,12.302,11.903,14.473,12.716,12.610,11.321,12.472,11.355,15.085,13.667,13.387,11.015,12.089,13.583,13.267,13.896,11.561,10.846,11.459,14.282,12.251,15.391,11.646,11.617,10.718,13.185,12.330,10.997,10.682,10.549,0.9788,0.4142,0.3792,0.7007,0.7818,0.6293,0.9938,-0.1642,-0.3326,-10.834,-0.5425,-0.1837,0.0238,-0.5185,-0.5545,-0.7943,-0.4118,-0.0067,-0.0407,-0.6864,-0.4173,-0.8399,-0.7205,-0.0076,0.0188,0.2488,-0.0794,0.0895,0.6075,0.2311,0.3467,-0.2982,0.0921,-10.695,-15.443,-0.6364,-0.0372,-0.2673,0.4236,-0.9349,-10.521,-0.6935,0.0917,-0.4125,0.5952,0.2650,-0.0771,0.0715,0.5096,-0.1442,-0.5295,-10.878,-14.279,-0.7952,-0.3171,-0.8112,-0.0907,0.0384,-0.1296,0.1883,0.4063,0.1609,0.9628,10.553,10.664,0.2043,10.722,-0.6470,-0.7178,-0.8216,-0.7568,-0.5654,-0.5376,-0.2219,-0.7473,0.0387,-0.3100,-0.3149,-0.2889,-0.9964,-0.0951,-11.647,-0.7477,-13.229,-14.737,-0.0034,-0.2864,0.0629,-0.6473,0.2029,-0.0659,-0.7465,-11.758,-10.007,-12.262,-0.9032,-13.464,-13.420,-0.7390,-17.273,0.1379,-0.1110,-0.8152,0.4890,0.4100,-0.2300,-0.3244,0.1001,0.0282,0.2831,-0.8602,-0.5387,-0.9878,-0.8165,-0.0345,-0.3633
HTR2A,12.174,12.527,10.094,10.594,13.921,12.333,11.951,10.877,10.903,0.9727,13.961,11.946,10.632,11.694,10.853,11.230,13.567,10.343,11.706,12.508,10.453,11.168,14.338,12.223,11.815,10.322,10.278,11.016,13.170,13.189,12.287,12.091,11.232,11.745,13.477,11.960,11.597,10.961,10.549,11.490,12.029,10.210,12.171,11.001,10.946,13.103,12.037,11.571,10.152,11.610,10.892,13.720,12.523,11.752,10.857,11.334,12.704,11.995,12.887,10.280,10.006,10.463,12.781,11.411,14.717,10.280,11.509,0.9810,11.994,11.568,10.269,0.9607,0.9973,0.9140,0.6867,0.5308,0.8936,0.8792,0.7261,0.9810,0.0942,-0.3378,-0.2459,-0.3511,-0.1531,0.0459,-0.0374,-0.3744,-10.854,-0.2328,-0.0827,0.0039,-0.2095,-0.3202,-0.0714,-0.3093,-0.0066,0.0815,0.3263,-0.0188,0.3677,0.5139,0.2960,0.3996,-0.1751,0.2356,-0.3521,-10.032,-0.5371,-0.1727,0.2815,0.5235,-0.0159,-0.2134,-0.4334,0.2535,-0.4595,0.6499,0.4103,0.2868,0.1750,0.4421,-0.1390,-0.2785,-10.435,-14.631,-0.8365,-0.7811,-0.1551,-0.0090,0.1477,0.0543,0.3102,0.3713,0.5557,13.014,12.704,11.802,0.4548,11.209,-0.6020,-0.7987,-10.168,-0.8239,-0.5226,-0.5906,-0.1570,-10.085,-0.1513,-0.4957,-0.3128,-0.4416,-10.102,0.1423,-13.338,-0.6060,-11.559,-0.9837,0.0442,-0.2409,-0.1664,-0.5487,0.0782,-0.0538,-0.8730,-12.051,-10.728,-13.803,-0.9728,-11.143,-14.721,-0.6382,-0.7031,0.5358,-0.0976,-0.6689,0.4603,0.2889,0.0199,-0.3476,0.0721,0.1832,0.1211,-0.8871,-0.4401,-10.223,-0.5983,-0.2896,-0.3261
HTR2A,11.474,10.731,0.9870,0.9411,11.603,10.759,10.590,0.9808,10.265,0.9689,11.395,10.485,0.9328,11.520,0.9743,10.880,10.367,0.9202,0.9163,11.137,0.9350,0.9394,12.378,10.675,0.8598,0.9336,0.9525,10.002,11.063,11.182,0.9990,10.512,10.287,10.554,11.414,10.078,0.9907,10.079,0.9856,10.046,0.9570,0.9102,11.588,0.9725,10.757,11.062,10.448,10.020,0.9788,10.501,0.9497,12.012,11.092,0.9464,10.626,0.9260,10.513,10.170,10.609,0.8724,0.9467,0.9740,10.647,10.313,11.259,0.9621,10.020,0.9117,0.9846,0.9525,0.8427,0.8326,0.9492,0.8266,0.6503,0.7002,0.9465,10.568,0.7977,11.044,0.1773,-0.0154,0.0151,-0.1002,-0.1387,0.1765,-0.0525,-0.1536,-0.1864,-0.2251,0.0664,0.0556,0.1177,-0.1564,-0.1030,-0.1008,0.0652,0.0402,0.3486,0.3218,0.3006,0.5052,0.4026,0.4199,-0.1308,0.3979,0.1816,-0.5850,-0.4634,-0.1383,0.1305,0.5369,0.1184,-0.0125,-0.0788,0.3117,0.1493,0.6526,0.4112,0.4321,0.1628,0.4226,-0.1271,-0.0681,-0.6665,-14.108,-0.6881,-0.5859,0.1376,0.1743,0.2910,0.2326,0.2623,0.3765,0.5855,12.751,14.575,13.791,0.3521,11.914,-0.4601,-0.6922,-0.7492,-0.7416,-0.4339,-0.6998,-0.0967,-0.6714,-0.1650,-0.4424,-0.2400,-0.4390,-0.5675,0.2911,-10.720,-0.4393,-0.8530,-13.046,0.1349,-0.1502,0.0749,-0.2334,0.1068,-0.0942,-0.7458,-10.759,-0.9975,-10.821,-0.7923,-12.897,-0.5740,-0.5826,-10.705,0.4810,-0.0320,-0.2913,0.4546,0.1540,0.2126,-0.0971,0.0442,0.3207,0.1159,-0.5600,-0.0685,-0.6441,-0.6277,-0.0636,-0.0915
HTR2A,11.632,10.867,10.070,0.9610,12.075,10.350,10.810,0.9906,10.503,0.8886,11.608,0.9854,0.8999,12.031,11.015,11.486,11.056,0.9409,0.9532,12.633,10.191,0.9908,12.995,0.9963,10.119,10.195,10.019,10.202,11.190,11.387,10.753,11.665,10.822,11.151,12.230,10.288,10.159,0.9584,10.289,10.610,10.968,0.9115,11.430,10.319,10.396,11.644,10.343,10.675,0.9422,11.151,10.214,11.877,10.431,0.9140,10.783,0.9700,12.310,10.395,10.592,0.9629,10.329,10.348,10.681,10.065,12.033,0.9181,11.286,0.9655,11.407,0.9638,0.9187,0.8409,0.9953,0.8866,0.6474,0.7990,0.9561,11.216,0.8616,11.246,0.0160,0.0273,-0.0291,-0.0872,-0.1042,0.1666,-0.1043,-0.1504,-0.2075,-0.0785,0.0728,0.1187,-0.3064,-0.1157,-0.0159,-0.2444,-0.0510,0.0156,0.2622,0.2821,0.2507,0.5622,0.5194,0.4403,-0.4218,0.3596,-0.2852,-0.5585,-0.4530,-0.2847,0.1414,0.5298,0.0339,-0.1834,0.0437,0.5332,-0.1086,0.5747,0.2997,0.4344,0.2764,0.4303,-0.2014,-0.1931,-0.6049,-21.136,-0.7187,-11.557,-0.5164,0.2341,0.1698,0.2032,0.2782,0.4002,0.5304,13.373,13.561,14.052,0.5214,12.253,-0.3402,-0.9951,-0.7526,-0.8206,-0.6386,-0.7076,-0.0155,-10.370,-0.4552,-0.5215,-0.3214,-0.4293,-0.9333,0.4269,-10.792,-0.4514,-0.7516,-13.102,0.1420,-0.3283,-0.0791,-0.2892,0.0555,-0.1184,-0.7714,-15.633,-10.338,-10.420,-0.9204,-13.024,-0.6643,0.0389,-20.916,0.5934,-0.0269,-0.3928,0.4495,0.1918,0.4282,-0.2628,0.0186,0.1897,0.0600,-0.8545,-0.0290,-0.6233,-0.7443,-0.1507,-0.1943
HTR2A,11.336,11.910,11.196,0.9527,12.119,10.339,11.738,10.844,10.970,10.414,11.549,0.9150,0.9450,13.181,11.807,13.656,11.682,0.8908,10.448,13.988,10.906,10.808,12.797,0.9426,11.122,11.434,10.687,11.503,11.762,10.504,11.194,12.638,11.100,11.886,12.319,0.9720,10.602,11.117,11.015,11.107,11.345,0.8118,11.182,10.653,11.623,11.856,0.9764,10.700,10.794,11.492,10.774,11.999,10.296,0.8835,11.376,11.162,11.645,0.9995,0.9968,0.9822,10.663,11.162,11.217,0.9375,11.800,10.213,11.423,11.112,10.941,0.9278,0.9205,0.9445,10.486,0.9799,0.6596,0.7952,0.8791,10.245,0.7600,0.9825,0.0143,0.0966,-0.0169,-0.1219,-0.1739,0.0242,-0.1211,-0.0943,-0.0474,-0.2170,0.0230,-0.0487,-0.2043,-0.0602,-0.7371,-0.2215,-0.0324,-0.1060,0.2823,0.2980,0.2031,0.5260,0.4609,0.2921,-0.3115,0.3596,-0.1141,-0.6492,-0.5971,-0.1177,0.0734,0.4617,0.0517,-0.2262,0.0750,0.4159,-0.2862,0.5446,0.4866,0.3019,0.2715,0.3445,-0.4601,-0.1843,-0.7964,-19.332,-0.8537,-0.8275,-0.0351,0.2587,0.0117,0.3189,0.1043,0.2870,0.4620,12.979,14.825,12.889,0.6331,11.889,-0.4556,-0.8404,-0.7441,-0.7726,-0.4460,-0.8137,-0.0182,-0.7443,-0.4519,-0.4111,-0.2697,-0.4726,-0.4517,0.4252,-10.034,-0.4759,-0.8558,-13.211,0.2060,-0.2667,-0.1149,-0.3967,0.0210,-0.1033,-0.7034,-13.711,-10.018,-11.314,-0.8348,-13.017,-0.8720,-0.5729,-14.080,0.6199,0.0092,-0.7107,0.3955,0.2219,0.0633,-0.1116,-0.1367,0.1316,-0.1282,-0.7093,0.0190,-0.5505,-0.7169,-0.2227,-0.4948
HTR2A,11.089,12.300,10.832,0.9680,11.247,10.852,10.481,10.643,10.384,10.832,10.996,10.330,0.9191,12.016,10.008,11.528,10.568,0.9131,0.9436,11.301,10.058,0.9944,11.356,0.9961,0.9220,10.322,10.081,10.683,11.082,10.703,10.159,11.206,11.313,11.037,10.923,0.9941,10.172,10.935,10.521,10.268,0.8547,0.8884,12.160,0.9819,11.488,11.049,10.064,10.442,10.658,11.116,0.9872,12.506,11.376,0.9590,12.587,10.671,10.423,10.778,0.9149,0.9767,10.398,10.526,10.153,10.872,10.414,10.419,10.215,0.9912,0.9848,0.9700,0.8556,0.8672,10.510,0.8423,0.7514,0.8486,0.9129,10.385,0.8663,10.315,0.0977,-0.0353,0.0669,-0.1667,-0.1553,0.0950,0.0709,-0.1497,0.0443,-0.2537,0.0286,0.0041,0.2143,-0.1407,-0.2528,-0.1014,-0.0740,-0.0596,0.3598,0.2747,0.1976,0.4702,0.4385,0.3229,-0.0789,0.4336,-0.1713,-0.7078,-0.6060,-0.0851,0.3632,0.4574,0.2581,-0.1912,0.0326,0.3847,0.7751,0.4623,0.5010,0.3354,0.1872,0.4030,-0.2796,-0.1812,-0.6963,-14.571,-0.7508,-0.8655,0.3769,0.2257,0.2781,0.3155,0.1719,0.2873,0.6621,12.085,15.885,13.006,0.4245,13.345,-0.4317,-0.6585,-0.6813,-0.8478,-0.3985,-0.8136,-0.0845,-0.6060,-0.3013,-0.3845,-0.3764,-0.4229,-0.2346,0.4139,-12.085,-0.5431,-0.9371,-11.827,0.1626,-0.1644,-0.0157,-0.3562,0.1147,-0.1879,-0.7033,-10.875,-0.9124,-10.473,-0.8190,-12.109,-0.7670,-0.4206,-13.077,0.3035,-0.0882,-0.3306,0.4246,0.1858,0.2977,-0.0504,-0.1386,0.2354,-0.0220,-0.7567,-0.0121,-0.5929,-0.7580,-0.2781,-0.2701
HTR2A,10.976,10.923,10.586,0.9102,11.974,10.769,10.963,10.106,10.687,0.9491,11.531,10.578,0.9100,12.181,11.355,12.136,10.955,0.8805,0.9590,11.087,10.212,0.9962,12.869,10.373,10.182,0.9933,10.152,10.637,11.660,10.598,10.553,10.997,11.039,11.181,11.429,0.9906,0.9923,10.435,10.371,10.413,10.587,0.8207,12.104,10.295,10.914,11.108,10.426,10.154,10.085,11.014,10.021,12.334,11.176,0.9141,11.269,10.015,10.712,10.770,10.291,0.9557,10.335,10.392,10.920,10.439,11.743,0.9997,10.650,0.9431,10.276,0.9877,0.9347,0.8674,10.088,0.8791,0.5988,0.7104,0.9110,10.225,0.8138,10.175,0.0332,-0.0407,-0.0595,-0.1089,-0.1542,0.0591,-0.0427,-0.1444,-0.0827,-0.0741,0.0611,0.0119,0.0369,-0.1326,-0.8189,-0.1993,0.0231,-0.0086,0.2826,0.1753,0.2405,0.4157,0.3795,0.2821,-0.1082,0.4491,-0.0826,-0.4737,-0.5725,-0.1865,-0.0096,0.6548,-0.1946,-0.3294,-0.0560,0.3646,0.5665,0.6794,0.2646,0.3654,0.1493,0.3718,-0.1355,-0.2409,-0.7317,-17.663,-0.6966,-0.7031,-0.1465,0.1570,0.1907,0.2508,0.1648,0.3931,0.5028,13.530,15.018,12.733,0.4458,11.349,-0.4756,-0.8409,-0.7707,-0.7740,-0.4635,-0.6941,-0.1024,-0.7919,-0.2438,-0.4345,-0.3372,-0.5117,-0.4068,0.3151,-0.9023,-0.5073,-0.8577,-11.250,0.0370,-0.1068,-0.2287,-0.2967,-0.0428,-0.1559,-0.7567,-12.158,-10.211,-10.964,-0.8207,-11.875,-0.6753,-0.5248,-21.269,0.5548,-0.0432,-0.6499,0.5343,0.3482,0.1571,-0.3399,-0.0078,0.1587,0.0950,-0.6916,-0.0635,-0.3127,-0.7556,-0.2525,-0.1188
HTR2A,11.723,10.928,0.9798,0.8432,12.468,10.993,10.950,0.9152,10.213,0.9815,12.341,10.465,0.8415,11.662,10.545,11.310,12.071,0.9626,0.9946,11.325,0.9430,0.9664,13.172,10.994,10.388,10.229,0.9504,10.020,12.543,11.075,10.364,11.065,10.550,10.309,12.123,10.549,10.869,10.005,0.9967,10.306,11.356,0.8409,11.526,0.9760,10.609,12.061,10.907,10.718,0.9591,10.552,10.094,13.134,11.291,0.8777,10.913,0.9338,11.474,11.250,11.331,0.8986,0.9436,10.163,11.137,10.037,12.011,0.9569,10.450,0.9412,11.079,10.069,0.9487,0.8369,0.9787,0.8462,0.6437,0.7058,0.9439,0.9501,0.8217,10.002,0.0285,-0.0511,-0.1202,-0.0919,-0.1415,0.1364,-0.1002,-0.3220,-0.1138,-0.1035,0.1040,0.0067,-0.4050,-0.1770,-11.706,-0.1220,0.0607,0.1028,0.2587,0.2340,0.3873,0.4156,0.3518,0.4035,-0.1952,0.4419,-0.3897,-0.3915,-0.6885,-0.1727,0.0462,0.6352,-0.1477,-0.4703,0.0011,0.4412,-0.3888,0.6207,0.3455,0.3159,0.3189,0.3361,-0.2364,-0.3351,-0.6775,-16.168,-0.9588,-0.8203,-0.3265,0.1152,0.0043,0.2644,0.1254,0.3327,0.5177,13.217,14.629,12.603,0.4975,12.001,-0.4274,-0.9137,-11.717,-0.7258,-0.4220,-0.8167,-0.0563,-0.8924,-0.3645,-0.4288,-0.3054,-0.4512,-0.7506,0.3312,-17.581,-0.4691,-11.259,-13.677,0.1144,-0.1736,-0.1754,-0.3638,0.0735,-0.1562,-0.8879,-14.481,-10.074,-0.9741,-0.7658,-13.433,-0.8455,-0.6154,-15.435,0.7204,-0.0940,-0.4512,0.6097,0.3178,0.2970,0.1188,0.1141,0.1965,0.2346,-0.9818,-0.0400,-0.2846,-0.6740,-0.2431,-0.1374
HTR2A,12.872,10.474,10.002,0.8181,13.641,11.488,11.660,0.9554,10.582,0.9663,12.793,10.544,0.9566,12.221,11.416,11.196,12.381,0.9280,10.299,11.446,10.122,10.026,14.127,10.402,11.880,10.318,10.196,10.920,12.734,11.903,11.056,11.364,11.222,11.393,12.884,10.627,10.855,0.9964,10.518,10.291,10.885,0.9233,11.562,10.723,10.635,12.484,10.957,10.825,0.9608,11.180,10.214,14.177,11.570,0.7641,10.940,0.9840,12.434,11.844,11.349,0.9023,10.467,10.093,11.645,11.003,12.232,0.9397,10.962,0.9902,11.989,10.470,0.9829,0.8387,10.119,0.9033,0.6454,0.8110,0.9127,10.300,0.9315,10.482,0.0153,0.0075,0.0319,-0.0945,-0.0889,0.1682,-0.1394,-0.2561,-0.1929,-0.0139,0.1332,0.0903,-0.7032,-0.1684,-0.5140,-0.0884,0.0266,0.0314,0.1551,0.1821,0.2904,0.5479,0.4401,0.4326,-0.5479,0.4247,-0.2766,-0.7510,-0.6057,-0.0191,-0.1027,0.6297,-0.2816,-0.2888,-0.1083,0.4457,-0.7001,0.7321,0.4486,0.4814,0.2351,0.4278,-0.3138,-0.3673,-13.155,-18.035,-0.8596,-0.9213,-0.6166,0.1129,0.1259,0.4000,0.0784,0.3061,0.4090,13.577,12.220,13.394,0.4038,11.516,-0.4879,-0.9783,-0.9139,-0.9033,-0.5566,-0.8851,-0.0759,-11.974,-0.1649,-0.5129,-0.4097,-0.4525,-0.4895,0.4220,-11.705,-0.6154,-0.8205,-0.9468,-0.0422,-0.3725,-0.0803,-0.1871,0.0152,-0.1664,-0.9029,-15.693,-11.466,-11.378,-10.258,-13.846,-0.7021,-0.4788,-17.750,0.6056,0.0351,-0.6926,0.6454,0.2981,0.3315,-0.0775,0.0102,0.1345,0.0362,-10.061,-0.0294,-0.2334,-0.7015,-0.0861,-0.0527
HTR2A,0.9680,0.9484,10.083,0.8237,11.058,0.9477,10.058,0.9577,10.874,0.8489,10.617,0.8654,0.8133,12.104,11.772,13.335,10.965,0.7657,0.9280,11.664,10.448,10.448,12.067,0.9256,11.097,10.068,0.9951,10.642,10.537,10.107,10.009,11.119,10.077,11.290,10.731,0.9174,0.9697,0.9353,10.558,10.402,10.423,0.8112,11.245,10.529,10.246,10.169,0.9315,0.9701,0.9455,11.043,10.316,12.008,10.383,0.8506,10.435,0.9993,10.187,0.9570,0.9041,0.8890,10.130,10.509,0.9656,0.9600,10.675,0.8559,11.099,0.9981,0.9847,0.8934,0.8966,0.8354,10.011,0.9360,0.6408,0.8273,0.7851,10.457,0.7758,0.9379,-0.0631,0.0976,-0.0469,-0.1069,-0.0989,0.0101,0.0061,-0.0898,0.0688,-0.0285,0.0500,0.0339,0.1600,0.0468,0.0913,-0.0769,0.0432,0.0405,0.2887,0.2765,0.1291,0.3446,0.4167,0.2767,-0.2548,0.5836,-0.0259,-0.2653,-0.5743,-0.0532,-0.1285,0.5608,-0.2720,-0.2957,0.0933,0.3960,0.0862,0.7006,0.3470,0.5935,0.4592,0.3130,-0.2575,-0.2874,-0.8049,-13.022,-0.9029,-0.9355,-0.0405,0.3037,-0.0490,0.4367,0.0810,0.2964,0.4973,13.636,15.853,13.280,0.4855,11.435,-0.4025,-0.7610,-0.7320,-0.8070,-0.4572,-0.7005,-0.0424,-0.8630,-0.3666,-0.4167,-0.2532,-0.4742,-0.5086,0.4374,-12.922,-0.4360,-10.332,-14.956,0.2569,-0.0593,-0.3135,-0.1817,-0.0283,-0.0898,-0.7591,-12.225,-0.8496,-0.9869,-0.8494,-12.698,-0.7433,-0.5302,-11.470,0.7867,0.0658,-0.4616,0.5176,0.2007,0.2453,0.0485,-0.0447,0.1316,0.0031,-10.852,0.0994,-0.7271,-0.6473,-0.1413,-0.1246
HTR2A,-0.1206,-0.6567,-0.7743,0.1986,-0.1720,-0.7292,-0.1445,13.312,0.2052,0.0181,-0.2700,-0.9184,0.0227,14.859,28.715,51.490,0.9752,-0.7308,-0.7125,16.558,0.4641,-0.0667,-0.4077,-10.070,-12.021,16.620,19.606,11.434,-0.3692,-10.318,-0.4483,21.608,0.1286,10.486,-0.2182,-0.0154,-0.3879,0.7992,12.163,-0.0042,-0.7614,-13.226,-0.2176,-0.6395,-0.1552,-0.2421,-0.8790,-0.3924,15.450,15.289,0.8174,0.0380,-11.432,-0.1787,0.1723,0.1630,-0.3798,-0.9426,0.0036,-0.6726,15.003,0.8634,-0.2558,-0.6640,-0.7398,0.4507,0.2134,0.5068,-0.4555,-0.1507,-0.4720,0.0265,0.5707,0.6760,-0.0151,-0.4831,-0.3317,12.193,-0.4883,0.9258,-0.3769,-0.1737,-0.4056,-0.4299,-0.8257,-0.0948,100.647,33.604,-0.5094,-0.5169,-0.6317,-0.3860,-0.5570,-0.7268,-10.439,-0.8295,0.4187,-0.4362,-0.6214,-0.7785,-0.6938,-0.3610,-0.2679,-0.5253,0.5079,0.2623,-0.5739,0.7648,-0.5099,-0.7361,-0.4071,-0.2764,0.3515,30.805,-0.5125,-0.3143,-0.4912,-0.6229,-0.3105,0.1729,-11.121,0.6954,21.257,-0.4060,-0.9607,0.5493,-0.4093,-0.9800,0.3005,-0.6368,-0.3416,10.339,-0.5714,-0.4571,-0.5420,-0.0998,-11.371,0.7493,-0.3456,-0.2456,-0.2775,-0.2887,0.6181,-10.558,-10.290,-0.6393,-0.2138,-0.5721,-0.5477,-0.3170,-0.9359,-0.6259,-0.0217,0.1697,-0.1279,-0.1464,-0.5046,37.743,-0.3795,-0.8380,-0.6441,0.7006,-0.5082,-0.9281,-0.2217,-0.7050,0.2383,0.1439,-0.3762,-0.6310,-0.8046,0.5469,-0.4987,24.710,0.4162,-0.1492,-0.1693,0.1251,-0.6411,-0.8528,-10.916,-0.1662,33.948,-0.3529,-0.0398,-0.5765,30.312,-0.1409,0.9155
HTR2A,15.825,14.506,10.767,0.9584,16.193,11.845,11.397,13.207,13.628,0.9540,16.120,10.468,0.7468,13.930,13.633,10.331,15.334,10.711,0.9613,15.680,12.889,12.699,17.037,13.027,10.752,13.067,11.214,12.431,13.332,13.054,11.478,15.508,12.757,13.949,15.532,12.524,10.595,12.869,11.351,13.785,15.763,10.465,15.951,13.676,10.094,14.019,13.142,10.802,12.138,13.294,13.699,13.522,13.608,16.794,0.9377,11.520,14.456,13.627,10.987,13.256,11.584,11.391,14.044,10.900,16.085,11.993,14.702,10.203,13.222,11.816,0.9623,11.543,11.098,11.356,0.0721,0.4124,0.5338,0.8481,0.4829,10.548,-0.4312,-0.5616,-0.1547,-0.6653,-0.2923,-0.4346,-0.5933,-0.7355,-0.7360,-0.6204,-0.1656,-0.3526,-0.6702,-0.8165,-0.5634,-0.9937,-0.0867,-0.1817,-0.1369,-0.5441,0.2976,0.5369,0.3042,0.1031,-0.3026,0.0319,-0.1850,-0.4158,-0.6752,-0.7409,-0.8915,0.0317,-0.5379,-0.0272,-0.4629,0.3257,-10.679,0.7463,0.8089,0.3193,0.2575,0.0392,-0.6545,-10.836,-11.886,-0.8502,-12.679,-15.041,-0.5775,-0.4162,-0.8471,-0.4430,0.4796,0.3206,-0.4447,11.832,0.6316,12.168,0.3657,11.382,-0.7477,-0.7621,-0.9060,-10.812,-10.256,-0.9289,-0.7410,-12.777,-10.679,-0.6138,-0.5221,-0.8228,-0.3654,-0.1490,-0.9064,-0.4192,-10.100,-0.8238,0.0182,-0.4914,-0.7126,-0.8728,-0.1100,-0.3795,-0.4733,-13.476,-11.758,-10.226,-0.9382,-0.9618,-11.376,0.0841,-11.037,0.1529,-0.0423,-10.420,0.4370,0.3933,-0.4193,0.1399,-0.3428,0.1221,0.0715,-0.8769,-0.5887,0.0672,-10.009,-0.0737,0.3913
